priorite;score;nom_entreprise;adresse;telephone;telephone_intl;site_web;statut_web;note_google;nombre_avis;nb_photos_api;niche;ville;raisons;horaires_apercu;lien_google_maps;place_id;statut_appel;date_appel;notes;date_extraction
CHAUD;103;Alk plomberie;27 Rue Bourgneuf, 42000 Saint-Étienne, France;07 58 77 79 31;+33 7 58 77 79 31;;Non;4.9;76;10;plombier;Saint-Étienne;10+ photos API (excellent) / 76 avis (très bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: 07:30 – 19:30 | mardi: 07:30 – 19:30 | mercredi: 07:30 – 19:30;https://maps.google.com/?cid=10001204950147182340;ChIJf0gOeteWbEYRBK9m2-lqy4o;;;;2026-05-08
CHAUD;103;H2eau plomberie - chauffage - dépannage - recherche de fuite enterrée - climatisation;H2eau.amiens@gmail.com, 71 Rue de l'Étoile, 80090 Amiens, France;07 45 18 52 82;+33 7 45 18 52 82;;Non;5;103;10;plombier;Amiens;10+ photos API (excellent) / 103 avis (très bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=12755137309589200955;ChIJt-rfVs8yWQ0RO2Blr81ZA7E;;;;2026-05-08
CHAUD;103;Merlin Vincent;28 Rue du 8 Mai 1945, 80330 Longueau, France;06 99 53 13 41;+33 6 99 53 13 41;;Non;4.7;185;10;plombier;Amiens;10+ photos API (excellent) / 185 avis (très bon) / Aucun site web → opportunité maximale / Note 4.7/5 (excellente) / Horaires renseignés;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=7472188431161654205;ChIJnwX1hIGP50cRvXss7smLsmc;;;;2026-05-08
CHAUD;103;HL Plomberie;5 Rue Paul Gauguin, 25000 Besançon, France;07 45 08 90 80;+33 7 45 08 90 80;;Non;5;131;10;plombier;Besançon;10+ photos API (excellent) / 131 avis (très bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=13933889060571415656;ChIJiS6w33MDfSgRaIQPk0YeX8E;;;;2026-05-08
CHAUD;103;DG PLOMBERIE CHAUFFAGE;Rue René Mirland, 59300 Aulnoy-lez-Valenciennes, France;09 51 46 08 30;+33 9 51 46 08 30;;Non;4.7;88;10;plombier;Valenciennes;10+ photos API (excellent) / 88 avis (très bon) / Aucun site web → opportunité maximale / Note 4.7/5 (excellente) / Horaires renseignés;lundi: 09:00 – 13:30 | mardi: 09:00 – 13:30 | mercredi: 09:00 – 12:30;https://maps.google.com/?cid=4353904145331505135;ChIJf00hCKrtwkcR78eVkMAsbDw;;;;2026-05-08
CHAUD;103;Anthony Chauffage;13 Rue de la Caleche, 59880 Saint-Saulve, France;07 87 31 94 17;+33 7 87 31 94 17;;Non;4.9;185;10;plombier;Valenciennes;10+ photos API (excellent) / 185 avis (très bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: 08:00 – 12:00, 13:00 – 18:00 | mardi: 08:00 – 12:00, 13:00 – 18:00 | mercredi: 08:00 – 12:00, 13:00 – 18:00;https://maps.google.com/?cid=16813588571061693745;ChIJ05k_cf7xwkcRMS2zIbndVek;;;;2026-05-08
CHAUD;103;Ur Beroa - Raphael Pacou - Plombier Bayonne;5 Rue du Canal, 64100 Bayonne, France;07 86 80 66 42;+33 7 86 80 66 42;;Non;4.8;102;10;plombier;Bayonne;10+ photos API (excellent) / 102 avis (très bon) / Aucun site web → opportunité maximale / Note 4.8/5 (excellente) / Horaires renseignés;lundi: 07:30 – 20:00 | mardi: 07:30 – 20:00 | mercredi: 07:30 – 20:00;https://maps.google.com/?cid=18106669157809171989;ChIJQwe73OxAUQ0RFa68cKrPR_s;;;;2026-05-08
CHAUD;103;Plomberie Troyenne;14 Chem. du Bout du Clos, 10000 Troyes, France;07 67 92 14 22;+33 7 67 92 14 22;;Non;4.7;131;10;plombier;Troyes;10+ photos API (excellent) / 131 avis (très bon) / Aucun site web → opportunité maximale / Note 4.7/5 (excellente) / Horaires renseignés;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=14056211790637230058;ChIJm3XqExuZ7kcR6ueWjCayEcM;;;;2026-05-08
CHAUD;103;SUDRON Stop Fuites Rouen;180 Rue César Franck, 76230 Bois-Guillaume, France;06 86 14 80 00;+33 6 86 14 80 00;;Non;4.9;81;10;plombier;Rouen;10+ photos API (excellent) / 81 avis (très bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=9275676274331628055;ChIJpxrzf5jd4EcRFzIOR23SuYA;;;;2026-05-08
CHAUD;103;BERTHIER ET MERENNE;78 Av. du Général de Gaulle, 16800 Soyaux, France;05 45 95 45 96;+33 5 45 95 45 96;;Non;4.7;78;10;plombier;Angoulême;10+ photos API (excellent) / 78 avis (très bon) / Aucun site web → opportunité maximale / Note 4.7/5 (excellente) / Horaires renseignés;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=12668333478501949274;ChIJ7TcJNpkz_kcRWh9M0i32zq8;;;;2026-05-08
CHAUD;103;Plombier Chauffagiste Artisan Cuivre et Eau 56;39 Rue Victor Hugo, 56600 Lanester, France;06 59 45 02 28;+33 6 59 45 02 28;;Non;4.9;116;10;plombier;Lorient;10+ photos API (excellent) / 116 avis (très bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: 08:30 – 12:30, 13:30 – 18:00 | mardi: 08:30 – 12:30, 13:30 – 18:00 | mercredi: 08:30 – 12:30, 13:30 – 18:00;https://maps.google.com/?cid=2327434803587573551;ChIJm0u7COhfEEgRL-e3YZ-1TCA;;;;2026-05-08
CHAUD;103;Reynal Plomberie Chauffage;27 Rue de la Tour d'Odre, 62200 Boulogne-sur-Mer, France;06 47 66 09 64;+33 6 47 66 09 64;;Non;4.9;119;10;plombier;Boulogne-sur-Mer;10+ photos API (excellent) / 119 avis (très bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=8333898113934996998;ChIJRbzGhCct3EcRBrZkAy70p3M;;;;2026-05-08
CHAUD;103;MON ELECTRICIEN CATALAN;4 Sq. de Saint-Ferréol, 66100 Perpignan, France;06 51 21 25 96;+33 6 51 21 25 96;;Non;4.8;126;10;électricien;Perpignan;10+ photos API (excellent) / 126 avis (très bon) / Aucun site web → opportunité maximale / Note 4.8/5 (excellente) / Horaires renseignés;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=7986897172908834462;ChIJHcOxgT1vsBIRnn7NkKko124;;;;2026-05-08
CHAUD;103;Dom’elec;117 Rue Saudeur, 59300 Valenciennes, France;07 68 78 43 93;+33 7 68 78 43 93;;Non;5;157;10;électricien;Valenciennes;10+ photos API (excellent) / 157 avis (très bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=13978422469343501612;ChIJVavx_AID6A0RLN2OzSxV_cE;;;;2026-05-08
CHAUD;103;Électricien rouen (SARAH ELEC);10 Rue de la Croix Verte, 76000 Rouen, France;07 66 39 19 52;+33 7 66 39 19 52;;Non;4.9;140;10;électricien;Rouen;10+ photos API (excellent) / 140 avis (très bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: 08:00 – 20:00 | mardi: 08:00 – 20:00 | mercredi: 08:00 – 20:00;https://maps.google.com/?cid=10768676591190939606;ChIJI8sDKFMsKKER1hcAB04GcpU;;;;2026-05-08
CHAUD;103;VALENCE ÉLECTRICITÉ DÉPANNAGE;52 Rue Gaspard Monge, 26000 Valence, France;06 18 70 28 06;+33 6 18 70 28 06;;Non;5;88;10;électricien;Valence;10+ photos API (excellent) / 88 avis (très bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 08:00 – 23:00 | mardi: 08:00 – 23:00 | mercredi: 08:00 – 23:00;https://maps.google.com/?cid=16536738855783559775;ChIJr6LtSsZZ9UcRX_Jgul9MfuU;;;;2026-05-08
CHAUD;103;ADJ Electricité 26;5 All. des Bengalis, 26000 Valence, France;06 71 20 03 65;+33 6 71 20 03 65;;Non;4.9;118;10;électricien;Valence;10+ photos API (excellent) / 118 avis (très bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: 08:30 – 17:00 | mardi: 08:30 – 17:00 | mercredi: 08:30 – 17:00;https://maps.google.com/?cid=3710448448055392953;ChIJ7cfmXolX9UcRubq9ZzQpfjM;;;;2026-05-08
CHAUD;103;Flanquart Services Espaces Verts SARL;33 Rue de Stalingrad, 62440 Harnes, France;07 84 64 07 17;+33 7 84 64 07 17;;Non;5;101;10;paysagiste;Lens;10+ photos API (excellent) / 101 avis (très bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 07:30 – 19:00 | mardi: 07:30 – 19:00 | mercredi: 07:30 – 19:00;https://maps.google.com/?cid=109597007407669624;ChIJn9_dblsz3UcReOH6xuVdhQE;;;;2026-05-08
CHAUD;101;Clean Piscine Paca;1 Rue du Grand Mur, 06250 Mougins, France;06 26 80 08 46;+33 6 26 80 08 46;;Non;5;170;10;pisciniste;Cannes;10+ photos API (excellent) / 170 avis (très bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 07:00 – 19:00 | mardi: 07:00 – 19:00 | mercredi: 07:00 – 19:00;https://maps.google.com/?cid=4531780399571483282;ChIJKeBxf2UqzBIRkjqJVEMe5D4;;;;2026-05-08
CHAUD;101;ARBORUS;3027 Rte de Bessan, 34500 Béziers, France;07 68 55 80 66;+33 7 68 55 80 66;;Non;5;153;10;paysagiste;Béziers;10+ photos API (excellent) / 153 avis (très bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=13819881794808758534;ChIJyxd5aukRsRIRBsF2gUUVyr8;;;;2026-05-08
CHAUD;100;NSPC plombier;15 Rue de la Rochefoucauld, 80080 Amiens, France;06 24 94 91 64;+33 6 24 94 91 64;;Non;4.1;40;10;plombier;Amiens;10+ photos API (excellent) / 40 avis (bon) / Aucun site web → opportunité maximale / Note 4.1/5 (idéale) / Horaires renseignés;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=10953465631744846414;ChIJR_paMJuH50cRTuqZR_WGApg;;;;2026-05-08
CHAUD;100;Axial Plomberie;25 Av. de Grasse, 06400 Cannes, France;09 81 06 27 96;+33 9 81 06 27 96;;Non;4.1;36;10;plombier;Cannes;10+ photos API (excellent) / 36 avis (bon) / Aucun site web → opportunité maximale / Note 4.1/5 (idéale) / Horaires renseignés;lundi: 09:00 – 17:00 | mardi: 09:00 – 17:00 | mercredi: 09:00 – 17:00;https://maps.google.com/?cid=16320480157406151312;ChIJo_Ruav6BzhIRkEIByjv-feI;;;;2026-05-08
CHAUD;100;BELLERIVE JARDIN - NÎMES;2550 Chem. de la Fabrique Dezaga, 30900 Nîmes, France;04 66 29 52 36;+33 4 66 29 52 36;;Non;4.5;38;10;paysagiste;Nîmes;10+ photos API (excellent) / 38 avis (bon) / Aucun site web → opportunité maximale / Note 4.5/5 (idéale) / Horaires renseignés;lundi: 08:30 – 12:00, 13:00 – 16:00 | mardi: 08:30 – 12:00, 13:00 – 16:00 | mercredi: 08:30 – 12:00, 13:00 – 16:00;https://maps.google.com/?cid=11095217777833939532;ChIJgb1Vw_wstBIRTBJkscgh-pk;;;;2026-05-08
CHAUD;96;BK-DEPANNAGE;46 Rue de Chenôve, 21000 Dijon, France;06 68 41 29 83;+33 6 68 41 29 83;;Non;4.9;74;10;plombier;Dijon;10+ photos API (excellent) / 74 avis (bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=1878285705757417704;ChIJ1wOg8cad8kcR6GBd1uUCERo;;;;2026-05-08
CHAUD;96;Lopez Florian Plombier EI;7 All. Eugène Varlin, 42000 Saint-Étienne, France;06 82 89 13 25;+33 6 82 89 13 25;;Non;4.8;44;10;plombier;Saint-Étienne;10+ photos API (excellent) / 44 avis (bon) / Aucun site web → opportunité maximale / Note 4.8/5 (excellente) / Horaires renseignés;lundi: 08:00 – 17:00 | mardi: 08:00 – 17:00 | mercredi: 08:00 – 17:00;https://maps.google.com/?cid=6483511247399877261;ChIJaQjhTMGt9UcRjfqE3iAP-lk;;;;2026-05-08
CHAUD;96;Activ Plomberie;58 Rue Henri Poincaré, 83000 Toulon, France;06 58 18 35 16;+33 6 58 18 35 16;;Non;4.8;39;10;plombier;Toulon;10+ photos API (excellent) / 39 avis (bon) / Aucun site web → opportunité maximale / Note 4.8/5 (excellente) / Horaires renseignés;lundi: 08:00 – 19:30 | mardi: 08:00 – 19:30 | mercredi: 08:00 – 19:30;https://maps.google.com/?cid=17765598350109813772;ChIJUdo2nQwbyRIRDKyPwJIVjPY;;;;2026-05-08
CHAUD;96;Accen;46 Rue Ambroise Paré, 87100 Limoges, France;05 55 56 32 79;+33 5 55 56 32 79;;Non;5;40;10;plombier;Limoges;10+ photos API (excellent) / 40 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 09:00 – 18:00 | mardi: 09:00 – 19:00 | mercredi: 09:00 – 19:00;https://maps.google.com/?cid=7589039541174708547;ChIJJ_4nM9w0-UcRQ6kcFkGvUWk;;;;2026-05-08
CHAUD;96;SHM PLOMBIER CAEN ET ALENTOUR;5 Rue Robert le Magnifique, 14700 Falaise, France;07 58 39 58 84;+33 7 58 39 58 84;;Non;4.9;52;10;plombier;Caen;10+ photos API (excellent) / 52 avis (bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=4637205236341257200;ChIJN_NJqSpPUI8R8LOz7pepWkA;;;;2026-05-08
CHAUD;96;Le plombier chauffagiste du nord;205 Rue Roger Salengro, 59590 Raismes, France;07 83 27 66 37;+33 7 83 27 66 37;;Non;4.9;50;10;plombier;Valenciennes;10+ photos API (excellent) / 50 avis (bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=7007591892797491690;ChIJDfDVany8KgoR6gka3bL3P2E;;;;2026-05-08
CHAUD;96;Ethico;8 Rue de la République, 59171 Hornaing, France;06 26 96 27 61;+33 6 26 96 27 61;;Non;5;65;10;plombier;Valenciennes;10+ photos API (excellent) / 65 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 07:30 – 18:30 | mardi: 07:30 – 18:30 | mercredi: 07:30 – 13:30;https://maps.google.com/?cid=16195773100722689997;ChIJcw3ulerBwkcRzRdng9PxwuA;;;;2026-05-08
CHAUD;96;HARISTOY PLOMBERIE - Spécialiste recherche de fuite - Débouchage canalisation & dépannage;85 Av. Henri de Navarre, 64100 Bayonne, France;07 63 16 50 46;+33 7 63 16 50 46;;Non;5;69;10;plombier;Bayonne;10+ photos API (excellent) / 69 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 07:00 – 19:00 | mardi: 07:00 – 19:00 | mercredi: 07:00 – 19:00;https://maps.google.com/?cid=16961542533977473045;ChIJcb97TzNBUQ0RFQBojBGBY-s;;;;2026-05-08
CHAUD;96;EI D'almeida concept & rénovation isolation;6 Sq. Martha Graham, 76100 Rouen, France;06 15 71 59 35;+33 6 15 71 59 35;;Non;4.7;42;10;plombier;Rouen;10+ photos API (excellent) / 42 avis (bon) / Aucun site web → opportunité maximale / Note 4.7/5 (excellente) / Horaires renseignés;lundi: 07:00 – 19:00 | mardi: 07:00 – 19:00 | mercredi: 07:00 – 19:00;https://maps.google.com/?cid=17170108184221418639;ChIJr6aJmN_d4EcRj4SLI2x6SO4;;;;2026-05-08
CHAUD;96;GM Energie;18 Rue Marcel Pellenc, 84000 Avignon, France;06 67 28 21 58;+33 6 67 28 21 58;;Non;5;60;10;plombier;Avignon;10+ photos API (excellent) / 60 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=12808496545887529504;ChIJkXdn1ybttRIRIKpxBL_rwLE;;;;2026-05-08
CHAUD;96;CTB PLOMBERIE - Plombier chauffagiste à Chambéry;5 Rés les Floralies, 73000 Bassens, France;07 79 82 26 61;+33 7 79 82 26 61;;Non;5;52;10;plombier;Chambéry;10+ photos API (excellent) / 52 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 07:30 – 19:00 | mardi: 07:30 – 19:00 | mercredi: 07:30 – 19:00;https://maps.google.com/?cid=9927052951000643336;ChIJW397aVapi0cRCPfiKhD6w4k;;;;2026-05-08
CHAUD;96;C-C-G;8 Rue de Verlans, 70400 Héricourt, France;06 24 95 01 71;+33 6 24 95 01 71;;Non;5;35;10;plombier;Belfort;10+ photos API (excellent) / 35 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 08:30 – 11:30, 13:30 – 16:30 | mardi: 08:30 – 11:30, 13:30 – 16:30 | mercredi: 09:00 – 12:00;https://maps.google.com/?cid=18120626005037079650;ChIJUyKXycE_kkcRYtzwKVhlefs;;;;2026-05-08
CHAUD;96;TMC CHAUFFAGE;185bis Av. John F Kennedy, 62000 Arras, France;06 66 94 21 21;+33 6 66 94 21 21;;Non;5;43;10;plombier;Arras;10+ photos API (excellent) / 43 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 07:30 – 21:30 | mardi: 07:30 – 21:30 | mercredi: 07:30 – 21:30;https://maps.google.com/?cid=12551730471421073468;ChIJe7Mtr-1IlaIRPNh_oVy0MK4;;;;2026-05-08
CHAUD;96;rmplomberie Morello;382 Av. des Déportés, 62110 Hénin-Beaumont, France;06 50 52 07 57;+33 6 50 52 07 57;;Non;4.9;44;10;plombier;Lens;10+ photos API (excellent) / 44 avis (bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: 08:30 – 17:00 | mardi: 08:30 – 17:00 | mercredi: 08:30 – 17:00;https://maps.google.com/?cid=7467210958949042470;ChIJXVe2sPLswCsRJskP383coGc;;;;2026-05-08
CHAUD;96;Foncélec électricien;12 Rue du Moulin À Vent, 21000 Dijon, France;06 64 85 03 43;+33 6 64 85 03 43;;Non;4.8;59;10;électricien;Dijon;10+ photos API (excellent) / 59 avis (bon) / Aucun site web → opportunité maximale / Note 4.8/5 (excellente) / Horaires renseignés;lundi: 07:00 – 20:00 | mardi: 07:00 – 20:00 | mercredi: 07:00 – 20:00;https://maps.google.com/?cid=6712793715941363222;ChIJQRgkzQye8kcRFs4omVGiKF0;;;;2026-05-08
CHAUD;96;Arnaud Brana;39 Rue Dupetit Thouars, 49000 Angers, France;07 49 35 70 99;+33 7 49 35 70 99;;Non;5;45;10;électricien;Angers;10+ photos API (excellent) / 45 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 08:00 – 20:00 | mardi: 08:00 – 20:00 | mercredi: 08:00 – 20:00;https://maps.google.com/?cid=7174531109509537745;ChIJf-AYrUgGuk4R0R9OJAgOkWM;;;;2026-05-08
CHAUD;96;ADE renov;3 Imp. Juvénal, 30000 Nîmes, France;06 99 45 17 96;+33 6 99 45 17 96;;Non;5;51;10;électricien;Nîmes;10+ photos API (excellent) / 51 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=4233163007958733581;ChIJJ4WKvgvTtRIRDVO01VM3vzo;;;;2026-05-08
CHAUD;96;Sein'elec;38 Rue Ernest Renan, 76600 Le Havre, France;06 84 53 63 28;+33 6 84 53 63 28;;Non;4.9;41;10;électricien;Le Havre;10+ photos API (excellent) / 41 avis (bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: 09:00 – 17:00 | mardi: 09:00 – 17:00 | mercredi: 08:00 – 17:00;https://maps.google.com/?cid=3007522386847977074;ChIJAwtdLd5R4EcRcs4bIq3dvCk;;;;2026-05-08
CHAUD;96;ELECPRISE;45 Cité Merelle, 80000 Amiens, France;07 51 37 51 82;+33 7 51 37 51 82;;Non;5;41;10;électricien;Amiens;10+ photos API (excellent) / 41 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=3377900609014352853;ChIJcUOkleNcviQR1Uvg_rS24C4;;;;2026-05-08
